,question_code,sentence,polarity_annotation,emotion_annotation,narrative_form,periodical_name,sentiment_pysentimiento,emotion_pysentimiento,nf_sentiment_lexicon_dispecs,nf_sentiment_lexicon_computational,nf_sentiment_lexicon_corrected,lexicon_emotion,manual_lexicon_sent_score,comp_lexicon_sent_score,corr_lexicon_sent_score,sentiment_py,emotion_py,Sentiment-GPT3-simple,sentiment_annotation_list,gpt-3-new,corr_lexicon_sent_score_list,manual_lexicon_sent_score_list,computational_lexicon_sent_score_list
169,G00Q79,"Ultimamente, para que ninguno de vosotros se atreva en lo sucesivo á quexarse de que soy escrupuloso y nimio en los preceptos que os doy, ligandoos precisamente á su literal observancia, asi como os impetré facultad para escribir, aun sin los necesarios requisitos, la he conseguido igualmente, y os la concedo amplísima para apologizaros á vuestro gusto, y para alterar, trastornar, pervertir y torcer, como quisiereis, quanto se escriba contra vosotros.",POS,no_agreement,S,1786_El-Apologista-Universal_Anónimo_Vol-1_Nr-06_114-863.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.765, NEU: 0.215, POS: 0.020})","AnalyzerOutput(output=anger, probas={anger: 0.844, others: 0.103, disgust: 0.039, sadness: 0.011, fear: 0.001, joy: 0.001, surprise: 0.001})",0.3333333333333333,0.0,0.3333333333333333,joy,POS,NEU,POS,NEG,anger,NEG,1,3,1,1,2
170,G00Q80,No puedo menos de irritarme al oir semejantes despropositos y locuras.,NEG,anger,S,1786_El-Apologista-Universal_Anónimo_Vol-1_Nr-07_114-864.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.974, NEU: 0.021, POS: 0.005})","AnalyzerOutput(output=anger, probas={anger: 0.866, disgust: 0.115, fear: 0.007, sadness: 0.005, others: 0.004, surprise: 0.003, joy: 0.001})",-1.0,-1.0,-1.0,others,NEG,NEG,NEG,NEG,anger,NEG,3,3,3,3,3
171,G00Q81,"Pero la zorrilla Les dixo con gracia: No muelan ustedes, Y esten enteradas Que este y otros monos Que van en dos patas, Lo critican todo Sin saber de nada.     [negative]",NEG,no_agreement,F,1803_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-1_Nr-42_5394.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.915, NEU: 0.078, POS: 0.007})","AnalyzerOutput(output=anger, probas={anger: 0.797, others: 0.121, disgust: 0.069, sadness: 0.008, fear: 0.003, surprise: 0.001, joy: 0.001})",1.0,1.0,1.0,joy,POS,POS,POS,NEG,anger,NEG,3,3,1,1,1
172,G00Q82,"El segundo defecto que vmd. me nota es que llamo alto al dolor ó sentimiento de Inés, y maligna á su pesadumbre ó pesar, que vale lo mismo; cuyos desaciertos se contienen en los quatro siguientes versos.",NEG,no_agreement,LB,1803_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-1_Nr-42_5394.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.900, NEU: 0.095, POS: 0.005})","AnalyzerOutput(output=sadness, probas={sadness: 0.958, others: 0.033, anger: 0.004, joy: 0.001, disgust: 0.001, fear: 0.001, surprise: 0.000})",-1.0,-1.0,-1.0,sadness,NEG,NEG,NEG,NEG,sadness,POS,3,1,3,3,3
173,G00Q83,"Deliberé poner en práctica mi intento á toda costa, y que á pocos dias de casado comencé á ver la imagen funesta de mis infortunios, y á sufrir todas las penalidades que me anunció.",NEG,no_agreement,TR,1803_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-1_Nr-56_5401.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.529, NEU: 0.433, POS: 0.038})","AnalyzerOutput(output=others, probas={others: 0.990, sadness: 0.003, anger: 0.002, surprise: 0.002, joy: 0.001, fear: 0.001, disgust: 0.001})",-1.0,-1.0,-1.0,sadness,NEG,NEG,NEG,NEG,others,NEG,3,3,3,3,3
174,G00Q84,"Que yo pobre de mí me veía lánguido y estenuado, postrado en una cama, abandonado hasta del mas ínfimo sirviente.",NEG,sadness,TR,1803_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-1_Nr-56_5401.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.942, NEU: 0.054, POS: 0.005})","AnalyzerOutput(output=sadness, probas={sadness: 0.988, others: 0.007, anger: 0.002, disgust: 0.002, fear: 0.001, joy: 0.000, surprise: 0.000})",0.0,0.0,0.0,sadness,NEU,NEU,NEU,NEG,sadness,NEG,3,3,2,2,2
175,G00Q85,"De esto nace que el señor Don Bartolo se constituya paseante de Villa, y que esta única y exclusiva ocupacion le impida el sujetarse al trabajo para mantener con su sudor su infeliz é inútil exîstencia",NEG,no_agreement,LB,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-09_7593.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.967, NEU: 0.030, POS: 0.003})","AnalyzerOutput(output=anger, probas={anger: 0.882, disgust: 0.100, others: 0.009, sadness: 0.006, surprise: 0.001, fear: 0.001, joy: 0.001})",-1.0,-1.0,-1.0,sadness,NEG,NEG,NEG,NEG,anger,NEG,3,3,3,3,3
176,G00Q86,"Los desgraciados no ven en su padre un protector y zelador de sus felicidades, y sí un monstruo que solo les ha dado el ser para que sean testigos de sus delitos, y esclavos de sus desordenados é injustos caprichos; estas son pues las conseqüencias del juego inmoderado.",NEG,sadness,LB,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-10_7594.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.968, NEU: 0.027, POS: 0.005})","AnalyzerOutput(output=anger, probas={anger: 0.816, disgust: 0.167, sadness: 0.011, others: 0.002, fear: 0.002, joy: 0.001, surprise: 0.001})",-0.7142857142857143,0.0,-0.7142857142857143,sadness,NEG,NEU,NEG,NEG,anger,NEG,3,3,3,3,2
177,G00Q88,"Considerad pues, que si no tiene a una buena educacion, en vosotros ha consistido, á pesar de todo lo que podais decir, y sabed finalmente que un hombre honrado, aunque ignorante, es mas digno de respeto que uti hombre malo lleno de ciencia.",NEU,no_agreement,LB,11804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-13_7597.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.749, NEU: 0.176, POS: 0.075})","AnalyzerOutput(output=anger, probas={anger: 0.701, others: 0.130, sadness: 0.088, disgust: 0.073, joy: 0.006, fear: 0.001, surprise: 0.001})",0.5,0.6,0.5,sadness,POS,POS,POS,NEG,anger,POS,2,1,1,1,1
178,G00Q89,"Para hacer que se aborrezca lo malo y se ame lo bueno, agregaré siempre el placer á esto último, y el odio á lo primero.",NEU,no_agreement,LB,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-14_7598.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.645, NEG: 0.256, POS: 0.100})","AnalyzerOutput(output=others, probas={others: 0.852, joy: 0.133, sadness: 0.011, anger: 0.002, disgust: 0.001, surprise: 0.001, fear: 0.000})",0.2,0.2,0.2,anger,POS,POS,POS,NEU,others,POS,2,1,1,1,1
179,G00Q90,"No conocen el dulce placer que resulta de haber socorrido al indigente, y de tomar parte en sus necesidades, y no han gustado aquel consuelo, que tal vez arranca lagrimas á un corazon tierno y sensible al ver el reconocimiento de una familia que ha probado los efectos de su beneficencia     [positive]",POS,no_agreement,LB,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-32_7881.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.893, NEU: 0.088, POS: 0.018})","AnalyzerOutput(output=sadness, probas={sadness: 0.872, joy: 0.104, others: 0.017, anger: 0.004, disgust: 0.002, surprise: 0.001, fear: 0.001})",0.8,0.6363636363636364,0.8,joy,POS,POS,POS,NEG,sadness,POS,1,1,1,1,1
180,G00Q91,"El padre no podia fiarse de su hijo, la mujer engañaba al marido, el criado era infiel á su amo, la sana amistad, la tierna fraternidad no eran mas que máscaras que ocultaban los mas perversos designios: toda virtud estaba desterrada, reynando en su lugar la hipocresía.",NEG,sadness,D,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-33_7882.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.851, NEU: 0.133, POS: 0.017})","AnalyzerOutput(output=anger, probas={anger: 0.824, disgust: 0.131, sadness: 0.028, others: 0.012, joy: 0.003, fear: 0.001, surprise: 0.001})",1.0,0.5,1.0,joy,POS,POS,POS,NEG,anger,NEG,3,3,1,1,1
181,G00Q92,"Si se tropieza con alguno de estos ignorantones de por vida, cuya vanidad y obstinacion son todavia mayores que su necedad, se echa mano del ridículo, de esta feliz arma que ha libertado á la nacion de muchos malos autores, y con esta diversidad de estilos se instruye al público, y se observa aquello de...     [neutral]",NEU,no_agreement,LB,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-34_7883.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.812, NEU: 0.164, POS: 0.024})","AnalyzerOutput(output=anger, probas={anger: 0.801, others: 0.090, disgust: 0.083, sadness: 0.021, joy: 0.002, fear: 0.001, surprise: 0.001})",0.0,0.0,0.0,joy,NEU,NEU,NEU,NEG,anger,NEU,2,2,2,2,2
182,G00Q93,"Y si por el contrario merecen e desprecio y olvido, debe clamar contra ellas para que no suenen entre los hombres, y mandar se quemen los libros que las contienen, ó al menos mandar expurgarlos: poco quedara de ellos si esto se hace.",NEG,no emotion,LB,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-35_7884.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.951, NEU: 0.045, POS: 0.004})","AnalyzerOutput(output=anger, probas={anger: 0.744, disgust: 0.200, sadness: 0.036, others: 0.017, fear: 0.002, joy: 0.001, surprise: 0.001})",-1.0,-1.0,-1.0,anger,NEG,NEG,NEG,NEG,anger,NEG,3,3,3,3,3
183,G00Q94,"En estos dudosos é incomprehensibles principios resolvió el Doctor Brown fundar su sistema, un dia en que, segun todas las apariencias, habia usado con exceso de su remedio favorito contra la gota, y estaba, como solemos decir, á mas de media carga.",NEG,no_agreement,LB,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-37_7886.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.737, NEU: 0.252, POS: 0.010})","AnalyzerOutput(output=others, probas={others: 0.958, sadness: 0.015, anger: 0.010, surprise: 0.009, fear: 0.003, disgust: 0.003, joy: 0.000})",-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,anger,NEG,NEG,NEG,NEG,others,NEG,3,3,3,3,3
184,G00Q95,"Pero todos estos habladores estúpidos y orgullosos, fanáticos ó temerarios, parecia que unian sus gritos para hacer una sola súplica.",NEG,no_agreement,F,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-38_7887.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.941, NEU: 0.052, POS: 0.007})","AnalyzerOutput(output=anger, probas={anger: 0.865, disgust: 0.127, sadness: 0.003, others: 0.003, fear: 0.001, surprise: 0.001, joy: 0.001})",-1.0,-1.0,-1.0,others,NEG,NEG,NEG,NEG,anger,POS,3,1,3,3,3
185,G00Q96,"Para decir que esta comedia no es buena no hay necesidad de ensangrentarse añadiendo que el discurso preliminar es un fárrago de ideas insulsas é inconexas expuestas en un estilo todavía mas insulso y despreciable, sin conocimientos, ni gusto, ni lógica siquiera",NEG,no emotion,EX,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-47_7895.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.959, NEU: 0.037, POS: 0.004})","AnalyzerOutput(output=anger, probas={anger: 0.918, disgust: 0.073, sadness: 0.004, others: 0.004, fear: 0.001, surprise: 0.001, joy: 0.000})",0.2,0.2,0.2,joy,POS,POS,POS,NEG,anger,NEG,3,3,1,1,1
186,G00Q97,"No puedo comprehender el origen de tu cobardía, me confundo quando miro tu flaqueza, y que tus contrarios, aunque débiles, han conseguido su fin: quando me creia que ganarias la batalla, te observo entregado á discrecion, rendido por fuerzas inferiores, y asaltada y destruida la fortaleza de tu ciencia",NEG,no_agreement,LB,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-48_7901.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.935, NEU: 0.057, POS: 0.008})","AnalyzerOutput(output=sadness, probas={sadness: 0.944, anger: 0.031, others: 0.011, disgust: 0.010, fear: 0.002, joy: 0.001, surprise: 0.001})",-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,sadness,NEG,NEG,NEG,NEG,sadness,NEG,3,3,3,3,3
187,G00Q98,"Ebrios voraces entregaos libremente á vuestros detestables vicios, que no dexareis de experimentar cargado extremamente vuestro obeso cuerpo, perdido enteramente vuestro juicio, y hecho el oprobio hasta de vuestros mayores amigos y parientes.",NEG,no_agreement,LB+D,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-49_7902.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.964, NEU: 0.030, POS: 0.005})","AnalyzerOutput(output=anger, probas={anger: 0.723, disgust: 0.264, sadness: 0.007, others: 0.003, fear: 0.002, joy: 0.001, surprise: 0.001})",0.2,0.2,0.2,others,POS,POS,POS,NEG,anger,NEG,3,3,1,1,1
188,G00Q100,"Pero yo entiendo que este dictado no le corresponde por la indolencia que en él se advierte de insertar á troche y moche quantas cartas se le dirigen, y da al público como su madre las parió.",NEG,no_agreement,LB,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-53_7906.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.949, NEU: 0.049, POS: 0.002})","AnalyzerOutput(output=anger, probas={anger: 0.690, others: 0.262, disgust: 0.020, sadness: 0.018, surprise: 0.005, fear: 0.004, joy: 0.000})",0.0,0.3333333333333333,0.0,others,NEU,POS,NEU,NEG,anger,NEG,3,3,2,2,1
189,G00Q101,"Honrado sin afectacion, sincero en realidad, complaciente sin baxeza, servicial sin interes, humano y benéfico, es el santuario de la virtud.",POS,trust,FP,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-54_7938.txt,"AnalyzerOutput(output=POS, probas={POS: 0.766, NEU: 0.215, NEG: 0.019})","AnalyzerOutput(output=joy, probas={joy: 0.477, others: 0.379, sadness: 0.126, anger: 0.010, disgust: 0.003, surprise: 0.003, fear: 0.001})",0.3333333333333333,0.3333333333333333,0.3333333333333333,joy,POS,POS,POS,POS,joy,POS,1,1,1,1,1
190,G00Q102,Mi hermana hace ya tres años que está viuda.,NEU,no_agreement,D,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-57_7941.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.707, NEU: 0.278, POS: 0.014})","AnalyzerOutput(output=others, probas={others: 0.516, sadness: 0.459, disgust: 0.006, surprise: 0.005, fear: 0.005, joy: 0.005, anger: 0.004})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEG,others,NEU,2,2,2,2,2
191,G00Q103,"Mientras esto, no se remedie de algun modo, no hay que contar con algun adelantamiento ni mejora.",NEG,no_agreement,LB,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-55_7939.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.660, NEU: 0.320, POS: 0.019})","AnalyzerOutput(output=others, probas={others: 0.940, sadness: 0.040, anger: 0.007, fear: 0.006, surprise: 0.004, disgust: 0.002, joy: 0.001})",1.0,1.0,1.0,others,POS,POS,POS,NEG,others,NEG,3,3,1,1,1
192,G00Q104,"Es cierto que el amor propio conociendo esta verdad suministra á los vengativos razones especiosas para cohonestar sus feas acciones, pero estas mismas demuestran su debilidad y falta de talento.",NEG,no emotion,LB,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-59_7943.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.966, NEU: 0.029, POS: 0.004})","AnalyzerOutput(output=anger, probas={anger: 0.756, disgust: 0.086, sadness: 0.079, others: 0.073, fear: 0.004, joy: 0.001, surprise: 0.001})",0.6,0.6,0.6,joy,POS,POS,POS,NEG,anger,NEG,3,3,1,1,1
193,G00Q105,"El hombre tierno y compasivo es el que disfruta las riquezas, y no el avariento que las amontona, ni el mundano que las malgasta en falsos placeres",NEU,no emotion,LB,1804_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-2_Nr-64_7948.txt,"AnalyzerOutput(output=POS, probas={POS: 0.449, NEU: 0.304, NEG: 0.247})","AnalyzerOutput(output=anger, probas={anger: 0.668, disgust: 0.105, joy: 0.092, sadness: 0.072, others: 0.059, fear: 0.003, surprise: 0.001})",0.3333333333333333,0.7777777777777778,0.42857142857142855,joy,POS,POS,POS,POS,anger,POS,2,1,1,1,1
194,G00Q106,"Y por último, manifestó su piedad y religión quitando del suplicio a tres reos que iban a ser ajusticiados (juzgo) que en un día privilegiado.",POS,joy,FP,1812_El-Pensador-Mexicano_José-Joaquín-Fernández-de-Lizardi_Vol-1_Nr-008_8080.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.622, NEG: 0.313, POS: 0.065})","AnalyzerOutput(output=others, probas={others: 0.949, sadness: 0.017, anger: 0.016, surprise: 0.008, fear: 0.005, disgust: 0.003, joy: 0.002})",-1.0,-1.0,-1.0,anger,NEG,NEG,NEG,NEU,others,POS,1,1,3,3,3
195,G00Q107,"Porque tú no dudes que la mujer muy hermosa (por lo común) es el peor enemigo del hombre: si es honrada, tiene que defenderse y defenderla de los seductores; si no lo es, tiene que guardarse de ella y de ellos.",NEG,no_agreement,FP,1812_El-Pensador-Mexicano_José-Joaquín-Fernández-de-Lizardi_Vol-1_Nr-011_8083.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.599, NEU: 0.327, POS: 0.073})","AnalyzerOutput(output=others, probas={others: 0.780, anger: 0.123, sadness: 0.066, disgust: 0.025, joy: 0.003, fear: 0.002, surprise: 0.001})",0.0,0.3333333333333333,0.0,anger,NEU,POS,NEU,NEG,others,NEG,3,3,2,2,1
196,G00Q108,"Nó se metió con las Damas; que el Duende es mui Caballero, i ni aún en chanza les falta á las Dámas el respeto.",POS,no emotion,S,1735-1736_El-Duende-Crítico_Frai-Manuel-de-San-Josef_Vol-1_Nr-004_112-823.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.715, NEU: 0.246, POS: 0.038})","AnalyzerOutput(output=others, probas={others: 0.836, anger: 0.112, sadness: 0.021, disgust: 0.017, joy: 0.008, surprise: 0.005, fear: 0.002})",1.0,1.0,1.0,joy,POS,POS,POS,NEG,others,POS,1,1,1,1,1
197,G00Q109,"Gente víl, por fin i postre, si no refieralo el hècho.",NEG,no_agreement,F,1735-1736_El-Duende-Crítico_Frai-Manuel-de-San-Josef_Vol-1_Nr-010_112-841.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.658, POS: 0.263, NEG: 0.078})","AnalyzerOutput(output=others, probas={others: 0.894, joy: 0.087, surprise: 0.010, sadness: 0.005, anger: 0.002, fear: 0.002, disgust: 0.001})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEU,others,NEG,3,3,2,2,2
198,G00Q110,"Los presumidos que llevan comunmente la voz en las Tertulias, y Estrados, se valen de esta propia manìa de la Moda, para encubrir, y cohonestar su insolente ignorancia.",NEG,no_agreement,D,1761-06-09_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-01_093-235.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.943, NEU: 0.048, POS: 0.008})","AnalyzerOutput(output=anger, probas={anger: 0.876, disgust: 0.111, others: 0.006, sadness: 0.004, fear: 0.001, surprise: 0.001, joy: 0.001})",-1.0,-1.0,-1.0,others,NEG,NEG,NEG,NEG,anger,NEG,3,3,3,3,3
199,G00Q113,"Pues en medio de los aplausos, que les daba el Pueblo, les llenaban de baldones, è injurias, gentes que alquilaban para burlarse de ellos, y de sus glorias, à fin de humillarlos, y de darlos à conocer el poco caso, que merece una Grandeza precaria, y concedida por un momento.",NEU,no_agreement,EX,1761-06-19_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-03_093-237.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.969, NEU: 0.026, POS: 0.005})","AnalyzerOutput(output=anger, probas={anger: 0.874, disgust: 0.093, sadness: 0.027, others: 0.004, joy: 0.001, fear: 0.001, surprise: 0.000})",0.6,0.6,0.6,others,POS,POS,POS,NEG,anger,NEG,2,3,1,1,1
200,G00Q114,"Què de gentes de todas classes, y estados se confunden allì, sin respeto, ni consideracion para nadie!",NEG,no_agreement,LB,11761-06-23_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-04_093-238.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.956, NEU: 0.040, POS: 0.004})","AnalyzerOutput(output=anger, probas={anger: 0.929, disgust: 0.063, sadness: 0.004, others: 0.002, fear: 0.001, surprise: 0.001, joy: 0.000})",0.3333333333333333,0.3333333333333333,0.3333333333333333,joy,POS,POS,POS,NEG,anger,NEG,3,3,1,1,1
201,G00Q115,"Si no le asusta, altera, ni inquieta la Critica, ni las murmuraciones; tampoco le hinchan, engrien, ni ensobervecen las alabanzas, y gloria del acierto.",NEU,no_agreement,SP,1761-07-04_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-06_093-240.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.487, NEU: 0.385, POS: 0.129})","AnalyzerOutput(output=others, probas={others: 0.830, sadness: 0.073, fear: 0.061, anger: 0.016, joy: 0.009, disgust: 0.006, surprise: 0.006})",0.2,1.0,0.2,joy,POS,POS,POS,NEG,others,POS,2,1,1,1,1
202,G00Q117,"No hay peor compañia, que la de ancianos encaprichados del privilegio de sus años, que reducidos al silencio, dicen, que las materias no son para los de edad regular.",NEG,no_agreement,FP,1761-08-01_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-11_093-245.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.964, NEU: 0.033, POS: 0.003})","AnalyzerOutput(output=others, probas={others: 0.885, sadness: 0.067, anger: 0.038, disgust: 0.006, fear: 0.002, joy: 0.002, surprise: 0.001})",0.0,0.0,0.0,joy,NEU,NEU,NEU,NEG,others,NEG,3,3,2,2,2
203,G00Q119,"El Principe que viò el engaño de sus cabellos, la dixo con estudiada indiferencia: què partido tomaria, si la diessen à escoger entre ser cana, ò calva.",NEU,no_agreement,EX,1761-08-17_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-13_099-379.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.695, NEU: 0.294, POS: 0.011})","AnalyzerOutput(output=others, probas={others: 0.828, anger: 0.061, disgust: 0.037, sadness: 0.031, surprise: 0.027, fear: 0.012, joy: 0.003})",-1.0,-1.0,-1.0,others,NEG,NEG,NEG,NEG,others,NEG,2,3,3,3,3
204,G00Q120,"Pero con hacienda presente, con titulos en prespectiva, con nacimiento aventajado, que no puedan las consideraciones placenteras dèl gozar: y por esto es dificil resolverme à renunciar à los recreos, y diversiones ruidosas de la Corte.",NEG,sadness,SP,1761-08-17_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-13_099-379.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.956, NEU: 0.041, POS: 0.003})","AnalyzerOutput(output=sadness, probas={sadness: 0.566, anger: 0.194, others: 0.180, disgust: 0.035, fear: 0.016, surprise: 0.008, joy: 0.002})",0.5,0.6,0.5,joy,POS,POS,POS,NEG,sadness,NEG,3,3,1,1,1
205,G00Q121,"Los que llamamos Poderosos, viven en una esplendida, y orgullosa miseria, siempre necessitados;",NEG,no_agreement,FP,1761-09-12_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-16_099-382.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.900, NEU: 0.083, POS: 0.017})","AnalyzerOutput(output=sadness, probas={sadness: 0.730, others: 0.222, anger: 0.022, joy: 0.013, disgust: 0.008, fear: 0.003, surprise: 0.002})",-1.0,-1.0,-1.0,sadness,NEG,NEG,NEG,NEG,sadness,NEG,3,3,3,3,3
206,G00Q123,"Sin embargo de las restricciones de tu honestidad, todo te viene como pintado, y es en tì primor aun el descuido.",POS,no emotion,D,1761_El-Murmurador-imparcial_Francisco-Mariano-Nifo-y-Cagigal_Vol-1_Nr-2_093-234.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.815, NEU: 0.169, POS: 0.016})","AnalyzerOutput(output=others, probas={others: 0.903, sadness: 0.054, anger: 0.029, fear: 0.006, disgust: 0.004, surprise: 0.003, joy: 0.001})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEG,others,POS,1,1,2,2,2
207,G00Q124,"Considereme Vm. pues, raro, delicado, sin contemplacion, pagado de mi dictamen, engreído con un cierto merito, que me he figurado, y finalmente, haciendo tanta vanidad de mi Philosophia, como pudiera un Principe de sus titulos, y de sus Estados;",NEG,no_agreement,SP,1762-1763_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-1_Nr-01_096-309.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.548, NEG: 0.396, POS: 0.056})","AnalyzerOutput(output=others, probas={others: 0.495, anger: 0.349, disgust: 0.077, sadness: 0.033, surprise: 0.033, fear: 0.012, joy: 0.002})",0.5,0.5,0.5,anger,POS,POS,POS,NEU,others,POS,3,1,1,1,1
208,G00Q125,"Pero aquella Dama, y este Caballero (dice Vm.) son de edad abanzada, para que hayan podido incurrir en semejante ridiculèz!",NEG,no_agreement,SP,1762-1763_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-1_Nr-01_096-309.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.894, NEU: 0.096, POS: 0.010})","AnalyzerOutput(output=anger, probas={anger: 0.699, disgust: 0.153, surprise: 0.095, others: 0.029, sadness: 0.013, fear: 0.010, joy: 0.001})",0.0,-1.0,0.0,others,NEU,NEG,NEU,NEG,anger,NEG,3,3,2,2,3
209,G00Q126,Está capáz de entristecer à la compañia mas alegre.,NEG,sadness,LB+FP,1762-1763_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-1_Nr-04_096-312.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.718, NEU: 0.235, POS: 0.047})","AnalyzerOutput(output=sadness, probas={sadness: 0.996, others: 0.001, joy: 0.001, anger: 0.001, disgust: 0.001, fear: 0.000, surprise: 0.000})",1.0,1.0,1.0,joy,POS,POS,POS,NEG,sadness,NEG,3,3,1,1,1
